Website URL,Topics,Manual,Match,Empty
web.bpl.net,['reference'],"['computers & electronics', 'web apps & online tools', 'operating systems', 'software', 'internet & telecom']",False,False
www.anandabazar.com,['news'],"['news', 'politics', 'online communities', 'local news', 'forum & chat providers']",True,False
direct.uber.com,"['news', 'travel & transportation']","['business & industrial', 'car rentals', 'automotive industry', 'travel & transportation']",False,False
www.webcamjackers.com,['outdoors'],"['people & society', 'entertainment industry', 'online video', 'arts & entertainment']",False,False
www.fust.ch,['news'],"['home & garden', 'shopping', 'computers & electronics']",False,False
silfmonitoraggio.regione.campania.it,['legal'],"['business & industrial', 'business operations', 'human resources', 'computers & electronics']",False,False
gamesfull.app,"['internet & telecom', 'computer & video games']","['online communities', 'computer & video games', 'arts & entertainment', 'forum & chat providers', 'games', 'movie listings & theater showtimes']",False,False
www.laprensalara.com.ve,"['news', 'local news']","['news', 'sports', 'arts & entertainment', 'live sporting events']",False,False
shop.globomoda.com,"['shopping', 'fashion & style']","['beauty & fitness', 'travel & transportation', 'shopping', 'fashion & style', 'luggage & travel accessories']",True,False
www.iplusonego.com,['computers & electronics'],"['computers & electronics', 'sales', 'shopping', 'advertising & marketing', 'business & industrial']",True,False
trans.info,['business & industrial'],"['news', 'travel & transportation', 'long distance bus & rail', 'autos & vehicles', 'cargo trucks & trailers']",False,False
www.myflfamilies.com,['movies'],"['home & garden', 'people & society', 'news', 'family & relationships', 'local news', 'home safety & security']",False,False
easy-firmware.com,['internet & telecom'],"['smart phones', 'computers & electronics', 'online communities', 'forum & chat providers', 'software', 'internet & telecom']",True,False
www.adecco.fr,['job listings'],"['news', 'jobs', 'career resources & planning', 'web apps & online tools', 'jobs & education', 'local news', 'internet & telecom']",False,False
thesimplehelp.com,[],"['online communities', 'jobs', 'career resources & planning', 'jobs & education', 'forum & chat providers']",False,True
cl.jooble.org,['job listings'],"['job listings', 'finance', 'jobs', 'career resources & planning', 'jobs & education']",True,False
www.indiansexhub.com,[],"['acting & theater', 'entertainment industry', 'online video', 'arts & entertainment']",False,True
www.samagra.gov.in,['law & government'],"['people & society', 'law & government', 'ancestry & genealogy', 'family & relationships']",True,False
www.hb-nippon.com,"['news', 'sports']","['news', 'politics', 'online communities', 'local news', 'forum & chat providers']",False,False
m.4d88.asia,"['arts & entertainment', 'online video']","['live sporting events', 'online communities', 'arts & entertainment', 'forum & chat providers', 'sports']",False,False
www.tamilvu.org,"['finance', 'news']","['educational resources', 'reference', 'distance learning', 'jobs & education', 'colleges & universities', 'education']",False,False
www.pcworld.pl,"['computers & electronics', 'news', 'science']","['home & garden', 'computers & electronics', 'web apps & online tools', 'home appliances', 'internet & telecom']",False,False
skemaraja.dephub.go.id,['law & government'],"['hotels & accommodations', 'travel & transportation']",False,False
www.codmon.com,"['computer & video games', 'consumer electronics']","['colleges & universities', 'jobs & education', 'early childhood education', 'education']",False,False
aiotechnical.com,['computers & electronics'],"['computers & electronics', 'finance', 'acting & theater', 'arts & entertainment', 'insurance']",True,False
dashboard.dittomusic.com,['music & audio'],"['concerts & music festivals', 'entertainment industry', 'music & audio', 'arts & entertainment']",True,False
www.enligne.parionssport.fdj.fr,"['sports', 'soccer', 'news']","['finance', 'sports', 'arts & entertainment', 'live sporting events']",False,False
m.sportmaster.kz,"['sports', 'news']","['finance', 'shopping', 'sports', 'financial planning & management']",False,False
www.brocardi.it,['credit cards'],"['law & government', 'crime & justice', 'legal services', 'legal']",False,False
www.bhajandiary.com,[],"['dating & personals', 'online communities', 'music & audio', 'arts & entertainment']",False,True
www.al-hamdoulillah.com,[],"['online communities', 'social networks', 'forum & chat providers']",False,True
demonssouls.wiki.fextralife.com,"['roleplaying games', 'action & platform games']","['people & society', 'computer & video games', 'action & platform games', 'science fiction & fantasy', 'games', 'strategy games']",False,False
onba.zkb.ch,['news'],"['finance', 'stocks & bonds', 'credit cards', 'investing', 'financial planning & management']",False,False
sakti123.co,"['arts & entertainment', 'news']","['card games', 'finance', 'online communities', 'investing', 'games']",False,False
www.comingsoon.it,[],"['politics', 'news', 'arts & entertainment', 'movies', 'online video']",False,True
www.yanolja.com,['arts & entertainment'],"['people & society', 'hotels & accommodations', 'family & relationships', 'travel & transportation']",False,False
put888a.com,"['job listings', 'travel & transportation']","['finance', 'investing', 'online communities', 'arts & entertainment']",False,False
www.saamana.com,"['news', 'arts & entertainment']","['online communities', 'local news', 'news', 'politics']",False,False
www.mondelezinternational.com,['news'],"['cooking & recipes', 'food & drink', 'agriculture & forestry', 'business & industrial', 'healthy eating']",False,False
apps-lb.rapidrad.com,['internet & telecom'],"['hospitality industry', 'finance', 'health insurance', 'web apps & online tools', 'business & industrial', 'insurance', 'internet & telecom']",True,False
animelek.me,"['arts & entertainment', 'online video']","['arts & entertainment', 'tv shows & programs', 'animated films', 'movies', 'online video']",True,False
www.superdry.in,[],"[""women's clothing"", 'beauty & fitness', ""men's clothing"", 'shopping', 'fashion & style']",False,True
nova24.uz,['news'],"['people & society', 'local news', 'news', 'sports']",True,False
juegos.loteria.cl,"['computer & video games', 'arts & entertainment']","['home & garden', 'home & interior decor']",False,False
eroticmv.com,[],"['movies', 'entertainment industry', 'online video', 'arts & entertainment']",False,True
videoportal.joj.sk,"['online video', 'arts & entertainment']","['movies', 'online video', 'arts & entertainment', 'tv shows & programs']",True,False
lnmuniversity.com,['colleges & universities'],"['educational resources', 'reference', 'jobs & education', 'colleges & universities', 'education']",True,False
www.mittelbayerische.de,['online communities'],"['online communities', 'local news', 'news', 'sports']",True,False
emploi.educarriere.ci,['job listings'],"['law & government', 'jobs', 'career resources & planning', 'jobs & education', 'legal', 'legal services']",False,False
fcbayern.com,"['soccer', 'sports', 'news']","['online communities', 'sports', 'arts & entertainment', 'live sporting events']",False,False
www.healthtap.com,['news'],"['beauty & fitness', 'finance', 'health insurance', 'web apps & online tools', 'insurance', 'internet & telecom']",False,False
hudo.com,['arts & entertainment'],"['news', 'sports', 'arts & entertainment']",True,False
www.mdanderson.org,['reference'],"['science', 'finance', 'health insurance', 'jobs & education', 'insurance']",False,False
expressjs.com,['news'],"['web design & development', 'programming', 'computers & electronics', 'internet & telecom']",False,False
www.bayareafastrak.org,['reference'],"['finance', 'hotels & accommodations', 'financial planning & management', 'travel & transportation']",False,False
sms-activate.org,"['internet & telecom', 'consumer electronics']","['isps', 'text & instant messaging', 'phone service providers', 'internet & telecom']",False,False
wrestletalk.com,['wrestling'],"['news', 'wrestling', 'arts & entertainment', 'sports', 'online video']",True,False
www.colgate.com,['face & body care'],"['people & society', 'beauty & fitness', 'clean beauty', 'face & body care', 'bath & body products']",True,False
www.trial-net.co.jp,['sports'],"['science', 'machine learning & artificial intelligence', 'business operations', 'business & industrial', 'retail trade']",False,False
career.indomaretgroup.com,['job listings'],"['finance', 'jobs', 'career resources & planning', 'jobs & education', 'business & industrial', 'retail trade', 'financial planning & management']",False,False
www.tgcom24.mediaset.it,"['arts & entertainment', 'news']","['politics', 'news', 'arts & entertainment', 'tv shows & programs', 'sports']",True,False
www.bergzeit.de,"['travel & transportation', 'tourist destinations']","['fashion & style', 'beauty & fitness', 'sports', 'fitness']",False,False
streamvid.net,['online video'],"['entertainment industry', 'online video', 'arts & entertainment', 'tv shows & programs']",True,False
alottovip.co,['arts & entertainment'],"['finance', 'investing', 'stocks & bonds', 'online communities']",False,False
www.fanfiction.net,['books & literature'],"['online communities', 'books & literature', 'forum & chat providers', 'arts & entertainment']",True,False
brave.com,['internet & telecom'],"['web browsers', 'computers & electronics', 'network security', 'software', 'internet & telecom']",True,False
grupovenus.com,[],"['people & society', 'online communities', 'science']",False,True
elearn.etsu.edu,['colleges & universities'],"['educational resources', 'reference', 'distance learning', 'jobs & education', 'colleges & universities', 'education']",True,False
registroestudiantes.fevp.gob.ve,['law & government'],"['home & garden', 'law & government', 'construction & maintenance', 'landscape design', 'business & industrial']",True,False
asiemodel.net,['radio control & modeling'],"['jobs', 'career resources & planning', 'distance learning', 'vocational & continuing education', 'jobs & education', 'education']",False,False
www.thetimes.co.uk,['news'],"['politics', 'news', 'sports', 'arts & entertainment']",True,False
www.imedi.ge,[],"['live sporting events', 'online video', 'arts & entertainment', 'tv shows & programs']",False,True
www.nkd.com,"['business & industrial', 'news']","['home & garden', 'beauty & fitness', 'home & interior decor', 'fashion & style', 'home improvement']",False,False
www.khabarfoori.com,['news'],"['politics', 'news', 'sports', 'arts & entertainment']",True,False
suite.sogiscuola.com,['arts & entertainment'],"['web apps & online tools', 'distance learning', 'jobs & education', 'education', 'internet & telecom']",False,False
bolt.bloomu.edu,['colleges & universities'],"['educational resources', 'reference', 'distance learning', 'jobs & education', 'colleges & universities', 'education']",True,False
www.toyota.com.au,['autos & vehicles'],"['business & industrial', 'vehicle shopping', 'autos & vehicles', 'automotive industry']",True,False
developer.android.com,"['programming', 'internet & telecom', 'smart phones']","['smart phones', 'computers & electronics', 'operating systems', 'software', 'internet & telecom']",False,False
www.dish.com,['online communities'],"['live sporting events', 'arts & entertainment', 'tv shows & programs']",False,False
fra.3hentai.net,"['arts & entertainment', 'news']","['entertainment industry', 'comics', 'arts & entertainment', 'animated films', 'movies']",False,False
www.dominos.nl,['food & drink'],"['food production', 'sales', 'food & drink', 'advertising & marketing', 'agriculture & forestry', 'business & industrial']",True,False
s.kosokubus.com,['arts & entertainment'],"['travel & transportation', 'outdoors', 'hobbies & leisure', 'long distance bus & rail', 'hotels & accommodations']",False,False
loadedfiles.com,['photographic & digital arts'],"['distributed & cloud computing', 'computers & electronics', 'networking', 'internet & telecom']",False,False
verizon-airgchates.airg.ca,"['air travel', 'aviation industry']","['dating & personals', 'online communities', 'computer & video games', 'forum & chat providers', 'games']",False,False
www.grubiks.com,['computer & video games'],"['computers & electronics', 'computer & video games', 'web apps & online tools', 'programming', 'games', 'strategy games', 'internet & telecom']",True,False
hentai18.net,"['online communities', 'arts & entertainment']","['entertainment industry', 'comics', 'arts & entertainment', 'animated films', 'movies']",False,False
chikubi.jp,['reference'],"['entertainment industry', 'comics', 'arts & entertainment', 'animated films', 'movies']",False,False
truehookup.com,['arts & entertainment'],"['dating & personals', 'people & society', 'online communities', 'family & relationships', 'social networks']",False,False
www.sexetag.com,"['dating & personals', 'forum & chat providers']","['people & society', 'entertainment industry', 'acting & theater', 'family & relationships', 'arts & entertainment']",False,False
vodiy.ua,['autos & vehicles'],"['travel & transportation', 'standardized & admissions tests', 'jobs & education', 'automotive industry', 'business & industrial', 'education']",False,False
astv.ru,['online video'],"['talk radio', 'news', 'arts & entertainment', 'tv shows & programs', 'music & audio']",False,False
qquing.net,['arts & entertainment'],"['entertainment industry', 'online communities', 'comics', 'arts & entertainment', 'forum & chat providers']",True,False
especiais.gazetadopovo.com.br,['news'],"['jobs & education', 'news', 'arts & entertainment']",True,False
www.pornizle.tv,['online video'],"['people & society', 'entertainment industry', 'acting & theater', 'family & relationships', 'arts & entertainment']",False,False
plus.wowma.jp,['shopping'],"['food & grocery retailers', 'beauty & fitness', 'food & drink', 'fashion & style', 'sports']",False,False
hydrogenexecutor.com,[],"['computer & video games', 'online communities', 'web apps & online tools', 'games', 'internet & telecom']",False,True
www.desiporny.com,['social networks'],"['people & society', 'entertainment industry', 'acting & theater', 'family & relationships', 'arts & entertainment']",False,False
lilluna.com,[],"['cooking & recipes', 'online communities', 'food & drink', 'arts & entertainment', 'online video']",False,True
www.fashiongo.net,"['fashion & style', 'shopping']","['home & garden', 'beauty & fitness', 'home & interior decor', 'fashion & style', 'business & industrial', 'retail trade']",False,False
www.poco.de,"['construction & maintenance', 'home & garden', 'shopping']","['home & garden', 'home appliances', 'home improvement', 'home & interior decor']",False,False
t.rasp.yandex.by,"['shopping', 'news']","['air travel', 'long distance bus & rail', 'travel guides & travelogues', 'travel & transportation']",False,False
www.olgasmile.com,"['how-to, diy & expert content']","['cooking & recipes', 'food & drink', 'books & literature', 'healthy eating']",False,False
www.koimoi.com,"['arts & entertainment', 'news']","['news', 'arts & entertainment', 'tv shows & programs']",True,False
www.am.com.mx,"['news', 'local news']","['people & society', 'news', 'sports']",False,False
mvtk.jp,"['arts & entertainment', 'news']","['movie listings & theater showtimes', 'acting & theater', 'arts & entertainment', 'movies']",False,False
www.eastpak.com,"['news', 'travel & transportation']","['beauty & fitness', 'travel & transportation', 'adventure travel', 'fashion & style', 'jobs & education', 'education']",False,False
www.fomos.kr,"['arts & entertainment', 'computer & video games', 'news', 'online communities']","['games', 'news', 'sports']",False,False
www.trafalgar.com,['reference'],"['travel guides & travelogues', 'tourist destinations', 'adventure travel', 'travel & transportation']",False,False
www.fastweb.com,['internet & telecom'],"['educational resources', 'student loans & college financing', 'finance', 'reference', 'jobs & education', 'colleges & universities', 'education']",False,False
m.email.tiscali.cz,"['internet & telecom', 'email']","['news', 'sports', 'travel & transportation']",False,False
beastiality.tv,['arts & entertainment'],"['hobbies & leisure', 'entertainment industry', 'arts & entertainment', 'pets & animals']",True,False
www.pornocarioca.com,[],"['people & society', 'entertainment industry', 'acting & theater', 'family & relationships', 'arts & entertainment']",False,True
www.nursexfilme.com,[],"['people & society', 'entertainment industry', 'acting & theater', 'family & relationships', 'arts & entertainment']",False,True
www.tabroom.com,"['education', 'colleges & universities', 'people & society', 'reference']","['educational resources', 'jobs & education', 'hobbies & leisure', 'reference']",False,False
www.illicitencounters.com,[],"['people & society', 'dating & personals', 'entertainment industry', 'online communities', 'family & relationships', 'marriage', 'arts & entertainment']",False,True
sexvcc.xyz,[],"['people & society', 'entertainment industry', 'acting & theater', 'family & relationships', 'arts & entertainment']",False,True
www.pornobonjour.com,[],"['people & society', 'entertainment industry', 'acting & theater', 'family & relationships', 'arts & entertainment']",False,True
www.netonnet.se,['shopping'],"['computers & electronics', 'computer & video games', 'arts & entertainment', 'tv shows & programs', 'games']",False,False
www.extremechat.com,"['forum & chat providers', 'dating & personals']","['people & society', 'entertainment industry', 'online communities', 'family & relationships', 'arts & entertainment', 'forum & chat providers']",False,False
bimeh.com,[],"['finance', 'insurance', 'auto insurance', 'travel insurance']",False,True
kurashinista.jp,['shopping'],"['shopping', 'cooking & recipes', 'food & drink', 'arts & entertainment']",True,False
forum.giants-software.com,"['computers & electronics', 'software', 'freeware & shareware']","['computers & electronics', 'online communities', 'forum & chat providers', 'software', 'social networks']",False,False
asia.kporama.net,"['online video', 'tv dramas']","['movies', 'online video', 'arts & entertainment', 'tv shows & programs']",False,False
www.gotquestions.org,['books & literature'],"['people & society', 'online communities', 'forum & chat providers']",False,False
www.wazaef4u.net,['job listings'],"['job listings', 'news', 'jobs', 'career resources & planning', 'jobs & education']",True,False
www.footasylum.com,"['soccer', 'news', 'sports']","['shopping', 'fashion & style', 'beauty & fitness', 'fitness']",False,False
www.carenzorgt.nl,[],"['science', 'finance', 'health insurance', 'biological sciences', 'web apps & online tools', 'insurance', 'internet & telecom']",False,True
xxlnutrition.com,[],"['cooking & recipes', 'beauty & fitness', 'bodybuilding', 'food & drink', 'fitness', 'shopping', 'healthy eating']",False,True
www.bax-shop.fr,['home & garden'],"['computers & electronics', 'arts & entertainment', 'music & audio', 'musical instruments', 'consumer electronics']",False,False
garantiasafra.mda.gov.br,['law & government'],"['law & government', 'regional parks & gardens', 'travel & transportation', 'agriculture & forestry', 'tourist destinations', 'legal', 'business & industrial', 'legal services']",True,False
krasnodar.leroymerlin.ru,['reference'],"['home & garden', 'shopping', 'home improvement', 'home & interior decor']",False,False
www3.citizensbankonline.com,['finance'],"['finance', 'investing', 'currencies & foreign exchange', 'financial planning & management']",True,False
healthmatch.io,[],"['finance', 'online communities', 'health insurance', 'consumer resources', 'shopping', 'forum & chat providers', 'insurance']",False,True
www.santhionlineplants.com,['gardening'],"['home & garden', 'cooking & recipes', 'food & drink', 'gardening', 'home & interior decor', 'healthy eating']",True,False
www.sportmaster.ru,"['sports', 'shopping', 'fitness']","['fashion & style', 'shopping', 'beauty & fitness', 'sports']",False,False
www.bs-tvtokyo.co.jp,['arts & entertainment'],"['news', 'music & audio', 'arts & entertainment', 'tv shows & programs']",True,False
regiojet.cz,['arts & entertainment'],"['travel guides & travelogues', 'air travel', 'tourist destinations', 'travel & transportation']",False,False
www.hsbc.com.ar,['finance'],"['finance', 'web apps & online tools', 'financial planning & management', 'insurance', 'internet & telecom']",True,False
www.frasess.net,"['books & literature', 'reference']","['books & literature', 'poetry']",False,False
www.tapatalk.com,"['arts & entertainment', 'news']","['online communities', 'social networks', 'forum & chat providers']",False,False
realincest.pro,[],"['entertainment industry', 'online video', 'arts & entertainment']",False,True
www.fip.it,['internet & telecom'],"['basketball', 'sports']",False,False
www.eurogamer.pl,['computer & video games'],"['games', 'computer & video games', 'casual games']",True,False
www.lisablower.com,[],"['entertainment industry', 'card games', 'arts & entertainment', 'hobbies & leisure', 'games']",False,True
axislearning.axisbank.com,['education'],"['business & industrial', 'jobs & education', 'education']",True,False
www.tv9hindi.com,['news'],"['world news', 'politics', 'news']",True,False
sketch.metademolab.com,[],"['painting', 'arts & entertainment', 'visual art & design']",False,True
www.hadviser.com,['fashion & style'],"['hair care', 'beauty & fitness', 'reference', 'clean beauty', 'face & body care', 'how-to, diy & expert content']",False,False
www.astrotheme.com,[],"['people & society', 'family & relationships', 'marriage']",False,True
pornogratisbrasil.com,[],"['entertainment industry', 'online video', 'arts & entertainment', 'online image galleries']",False,True
www.loft.com,"['fashion & style', ""women's clothing""]","['fashion & style', ""women's clothing"", 'beauty & fitness', 'shopping']",True,False
www.tv100.com,['news'],"['local news', 'news', 'politics']",True,False
www.manualslib.com,['reference'],"['educational resources', 'reference']",True,False
v.filmyhunk.com.co,"['movies', 'online video']","['movies', 'action & adventure films', 'online video', 'arts & entertainment']",True,False
ascoli.bakecaincontrii.com,['dating & personals'],"['people & society', 'online communities', 'family & relationships', 'dating & personals']",True,False
www.travel.gr,['travel & transportation'],"['travel guides & travelogues', 'tourist destinations', 'honeymoons & romantic getaways', 'travel & transportation']",True,False
www.embrapa.br,"['colleges & universities', 'education']","['business & industrial', 'business operations', 'agriculture & forestry']",False,False
www.cosme.net,"['face & body care', 'make-up & cosmetics']","['face & body care', 'shopping', 'beauty & fitness', 'bath & body products']",False,False
anzn.net,[],"['people & society', 'online communities', 'local news', 'news']",False,True
www.empik.com,['shopping'],"['shopping', ""women's clothing"", ""men's clothing""]",True,False
www.lnfs.es,['soccer'],"['sports', 'soccer']",True,False
supertela.wf,"['arts & entertainment', 'humor']","['movies', 'action & adventure films', 'online video', 'arts & entertainment']",False,False
www.tag24.it,['news'],"['economy news', 'local news', 'news', 'politics']",True,False
m.ybirds.com,['news'],"['lots & land', 'real estate', 'timeshares & vacation properties']",False,False
t24.com.tr,['news'],"['economy news', 'politics', 'news']",True,False
www.ledger.com,"['business & industrial', 'computers & electronics']","['finance', 'financial planning & management']",False,False
www.herzstiftung.de,[],"['science', 'finance', 'health insurance', 'biological sciences', 'insurance']",False,True
icmai.in,['standardized & admissions tests'],"['finance', 'jobs & education', 'tax preparation & planning', 'accounting & auditing']",False,False
app.datadoghq.com,[],"['software', 'distributed & cloud computing', 'networking', 'computers & electronics']",False,True
sportpirate.com,"['sports', 'news']","['auto racing', 'news', 'sports']",True,False
starpets.gg,['strategy games'],"['painting', 'arts & entertainment', 'visual art & design']",False,False
bombitup.net,"['arts & entertainment', 'computer & video games']","['hobbies & leisure', 'web apps & online tools', 'internet & telecom']",False,False
pilotruca.com,[],"['antiques & collectibles', 'shopping']",False,True
www.team-bhp.com,['autos & vehicles'],"['vehicle shopping', 'online communities', 'used vehicles', 'autos & vehicles', 'forum & chat providers', 'automotive industry', 'business & industrial']",True,False
m.ome.tv,['arts & entertainment'],"['people & society', 'online communities', 'web apps & online tools', 'social networks', 'internet & telecom']",False,False
www.sightseeingpass.com,[],"['hotels & accommodations', 'travel guides & travelogues', 'family travel', 'travel & transportation']",False,True
www.sinembargo.mx,['movies'],"['local news', 'news', 'politics']",False,False
www.vietnamcupid.com,['dating & personals'],"['people & society', 'dating & personals', 'online communities', 'family & relationships', 'marriage', 'social networks']",True,False
mx.usembassy.gov,"['law & government', 'reference']","['politics', 'news', 'legal', 'law & government']",False,False
www.banki.ru,['finance'],"['finance', 'investing', 'financial planning & management']",True,False
www.fido.ca,[],"['business & industrial', 'web apps & online tools', 'internet & telecom']",False,True
mijnzakelijk.ing.nl,[],"['finance', 'home financing', 'credit cards']",False,True
www.deltadental.com,['health insurance'],"['finance', 'life insurance', 'insurance', 'health insurance']",True,False
m.tupaki.com,['shopping'],"['local news', 'news', 'politics']",False,False
www.carsdirect.com,"['vehicle shopping', 'used vehicles']","['vehicle shopping', 'used vehicles', 'autos & vehicles', 'automotive industry', 'business & industrial']",True,False
videogamemods.com,['computer & video games'],"['games', 'computer & video games', 'casual games', 'action & platform games']",True,False
www.emploi-collectivites.fr,"['job listings', 'law & government']","['jobs & education', 'jobs', 'career resources & planning']",False,False
hi.sexmithausfrauen.net,[],"['entertainment industry', 'online video', 'arts & entertainment']",False,True
www.sec.gov,['law & government'],"['law & government', 'news', 'currencies & foreign exchange', 'finance', 'investing', 'legal', 'economy news']",True,False
www.bim.com.tr,"['food & grocery retailers', 'shopping']","['home & garden', 'shopping', 'home appliances']",False,False
astrogame.org,['computer & video games'],"['games', 'computer & video games', 'casual games', 'simulation games']",True,False
synoniemen.net,['reference'],"['jobs & education', 'web apps & online tools', 'internet & telecom', 'education']",False,False
www2.city.kyoto.lg.jp,['reference'],"['news', 'travel & transportation', 'tourist destinations', 'local news', 'family travel']",False,False
www.puppyspot.com,['pets'],"['pet food & pet care supplies', 'dogs', 'pets', 'pets & animals']",True,False
xat.com,['internet & telecom'],"['online communities', 'forum & chat providers']",False,False
www.tangrenjie.tv,['internet & telecom'],"['movies', 'online video', 'arts & entertainment']",False,False
www.tempstaff.co.jp,"['shopping', 'business & industrial']","['jobs & education', 'jobs', 'job listings']",False,False
filmmakinesi1.com,"['movies', 'arts & entertainment']","['movies', 'action & adventure films', 'online video', 'arts & entertainment']",True,False
kachimai.jp,[],"['economy news', 'local news', 'news']",False,True
sentence.yourdictionary.com,['reference'],"['jobs & education', 'web apps & online tools', 'internet & telecom']",False,False
www.dday.it,['news'],"['computer peripherals', 'consumer electronics', 'computers & electronics', 'wearable technology']",False,False
www.archanaskitchen.com,['world cuisine'],"['cuisines', 'cooking & recipes', 'food & drink', 'vegetarian cuisine', 'healthy eating']",False,False
bilweb.se,"['autos & vehicles', 'vehicle shopping']","['vehicle shopping', 'used vehicles', 'autos & vehicles', 'automotive industry', 'business & industrial']",True,False
home.gamer.com.tw,"['computer & video games', 'arts & entertainment']","['comics', 'painting', 'arts & entertainment', 'visual art & design']",False,False
partner.steampowered.com,['computer & video games'],"['games', 'computer & video games', 'online communities', 'action & platform games']",True,False
www.lowadi.com,['arts & entertainment'],"['computer & video games', 'equestrian', 'simulation games', 'sports', 'games']",False,False
www.avendrealouer.fr,"['real estate', 'shopping']","['home & garden', 'lots & land', 'real estate']",False,False
safer.fmcsa.dot.gov,"['law & government', 'tax preparation & planning']","['business & industrial', 'law & government', 'automotive industry', 'legal']",False,False
bongda.wap.vn,"['news', 'sports', 'soccer']","['reference', 'sports', 'soccer']",False,False
fareharbor.com,['reference'],"['business operations', 'web apps & online tools', 'flexible work arrangements', 'business & industrial', 'internet & telecom']",False,False
www.visitportugal.com,[],"['family travel', 'hotels & accommodations', 'travel & transportation']",False,True
ro.scribd.com,['books & literature'],"['books & literature', 'poetry', ""children's literature""]",True,False
www.zalando.sk,['arts & entertainment'],"['shopping', ""women's clothing"", ""men's clothing""]",False,False
www.it.lastminute.com,"['travel & transportation', 'air travel']","['business travel', 'air travel', 'travel & transportation']",True,False
nextcareernow.com,['human resources'],"['jobs & education', 'jobs', 'career resources & planning', 'job listings']",False,False
xxxxx520.cam,[],"['games', 'computer & video games', 'simulation games', 'adventure games']",False,True
shop.nissa.ro,"['autos & vehicles', 'vehicle parts & accessories']","['shopping', ""women's clothing""]",False,False
chromeunboxed.com,['operating systems'],"['online communities', 'laptops & notebooks', 'desktop computers', 'computers & electronics']",False,False
www.watch.impress.co.jp,"['computers & electronics', 'news', 'science']","['weather', 'local news', 'news']",False,False
us.i.mi.com,['news'],"['distributed & cloud computing', 'networking', 'computers & electronics']",False,False
jogjagamers.org,"['computer & video games', 'arts & entertainment']","['games', 'computer & video games', 'casual games', 'sports games']",False,False
www.mojedatovaschranka.cz,['reference'],"['law & government', 'web apps & online tools', 'legal', 'legal services', 'internet & telecom']",False,False
www.cvs.com,[],"['beauty & fitness', 'make-up & cosmetics', 'face & body care', 'shopping', 'bath & body products']",False,True
www.car-part.com,['vehicle parts & accessories'],"['vehicle shopping', 'shopping', 'autos & vehicles', 'automotive industry', 'business & industrial']",False,False
www.888casino.it,[],"['games', 'card games', 'entertainment industry', 'arts & entertainment']",False,True
www.antel.com.uy,['internet & telecom'],"['shopping', 'consumer electronics', 'computers & electronics', 'wearable technology']",False,False
couponfollow.com,['coupons & discount offers'],"['shopping', 'coupons & discount offers', 'consumer resources']",True,False
www.kymensanomat.fi,"['local news', 'news']","['local news', 'news', 'politics']",True,False
vipmanhouse.com,['shopping'],"['home & garden', 'shopping', 'home & interior decor']",True,False
www.pleinchamp.com,['arts & entertainment'],"['news', 'food production', 'agriculture & forestry', 'business & industrial', 'weather']",False,False
imkosmetik.com,['face & body care'],"['face & body care', 'make-up & cosmetics', 'beauty & fitness', 'bath & body products']",True,False
www.bolabet.co.zm,['news'],"['games', 'card games', 'entertainment industry', 'arts & entertainment']",False,False
manhuascan.us,['arts & entertainment'],"['comics', 'photographic & digital arts', 'arts & entertainment', 'visual art & design']",True,False
www.nespresso.com,"['food & drink', 'home & garden', 'home appliances']","['home & garden', 'home appliances', 'household supplies']",False,False
rakbank.ae,['finance'],"['finance', 'accounting & auditing', 'retirement & pension', 'financial planning & management']",True,False
